# 0.32 1e+52 0.05 0.05 0.0 0.0 0.0 0.0 0.001 2.2 0.1 0.01 1.0 3.09e+26 0.0228
# t(s) nu(Hz) Fnu(mJy) eFnu(mJy) upperlimit Instrument
9.264389000000e+06 1.000000000000e+14 7.404499000000e-05 3.702249500000e-06 0.0 Boxfit
1.016766000000e+07 1.000000000000e+14 5.002855000000e-05 2.501427500000e-06 0.0 Boxfit
1.115899000000e+07 1.000000000000e+14 3.380350000000e-05 1.690175000000e-06 0.0 Boxfit
1.224698000000e+07 1.000000000000e+14 2.319266000000e-05 1.159633000000e-06 0.0 Boxfit
1.344104000000e+07 1.000000000000e+14 1.560692000000e-05 7.803460000000e-07 0.0 Boxfit
1.475153000000e+07 1.000000000000e+14 1.026920000000e-05 5.134600000000e-07 0.0 Boxfit
1.618978000000e+07 1.000000000000e+14 7.093089000000e-06 3.546544500000e-07 0.0 Boxfit
1.776827000000e+07 1.000000000000e+14 4.850984000000e-06 2.425492000000e-07 0.0 Boxfit
1.950065000000e+07 1.000000000000e+14 3.474402000000e-06 1.737201000000e-07 0.0 Boxfit
2.140194000000e+07 1.000000000000e+14 2.519821000000e-06 1.259910500000e-07 0.0 Boxfit
2.348860000000e+07 1.000000000000e+14 1.848420000000e-06 9.242100000000e-08 0.0 Boxfit
2.577871000000e+07 1.000000000000e+14 1.400423000000e-06 7.002115000000e-08 0.0 Boxfit
2.829210000000e+07 1.000000000000e+14 1.071003000000e-06 5.355015000000e-08 0.0 Boxfit
3.105055000000e+07 1.000000000000e+14 8.370861000000e-07 4.185430500000e-08 0.0 Boxfit
3.407794000000e+07 1.000000000000e+14 6.583509000000e-07 3.291754500000e-08 0.0 Boxfit
3.740050000000e+07 1.000000000000e+14 5.227076000000e-07 2.613538000000e-08 0.0 Boxfit
4.104700000000e+07 1.000000000000e+14 4.249153000000e-07 2.124576500000e-08 0.0 Boxfit
4.504903000000e+07 1.000000000000e+14 3.440007000000e-07 1.720003500000e-08 0.0 Boxfit
4.944126000000e+07 1.000000000000e+14 2.852102000000e-07 1.426051000000e-08 0.0 Boxfit
5.426172000000e+07 1.000000000000e+14 2.359497000000e-07 1.179748500000e-08 0.0 Boxfit
5.955217000000e+07 1.000000000000e+14 1.967785000000e-07 9.838925000000e-09 0.0 Boxfit
6.535843000000e+07 1.000000000000e+14 1.658877000000e-07 8.294385000000e-09 0.0 Boxfit
7.173080000000e+07 1.000000000000e+14 1.399246000000e-07 6.996230000000e-09 0.0 Boxfit
7.872446000000e+07 1.000000000000e+14 1.192518000000e-07 5.962590000000e-09 0.0 Boxfit
8.640000000000e+07 1.000000000000e+14 1.017571000000e-07 5.087855000000e-09 0.0 Boxfit
5.179544000000e+05 1.000000000000e+18 5.892429000000e-11 2.946214500000e-12 0.0 Boxfit
5.684543000000e+05 1.000000000000e+18 2.101640000000e-10 1.050820000000e-11 0.0 Boxfit
6.238779000000e+05 1.000000000000e+18 5.817483000000e-10 2.908741500000e-11 0.0 Boxfit
6.847052000000e+05 1.000000000000e+18 5.460332000000e-10 2.730166000000e-11 0.0 Boxfit
7.514631000000e+05 1.000000000000e+18 1.357018000000e-09 6.785090000000e-11 0.0 Boxfit
8.247299000000e+05 1.000000000000e+18 1.510633000000e-09 7.553165000000e-11 0.0 Boxfit
9.051400000000e+05 1.000000000000e+18 2.889558000000e-09 1.444779000000e-10 0.0 Boxfit
9.933900000000e+05 1.000000000000e+18 3.463535000000e-09 1.731767500000e-10 0.0 Boxfit
1.090244000000e+06 1.000000000000e+18 5.510344000000e-09 2.755172000000e-10 0.0 Boxfit
1.196542000000e+06 1.000000000000e+18 7.054155000000e-09 3.527077500000e-10 0.0 Boxfit
1.313203000000e+06 1.000000000000e+18 9.166651000000e-09 4.583325500000e-10 0.0 Boxfit
1.441239000000e+06 1.000000000000e+18 1.429716000000e-08 7.148580000000e-10 0.0 Boxfit
1.581758000000e+06 1.000000000000e+18 1.851900000000e-08 9.259500000000e-10 0.0 Boxfit
1.735977000000e+06 1.000000000000e+18 2.912930000000e-08 1.456465000000e-09 0.0 Boxfit
1.905233000000e+06 1.000000000000e+18 3.712764000000e-08 1.856382000000e-09 0.0 Boxfit
2.090991000000e+06 1.000000000000e+18 7.095454000000e-08 3.547727000000e-09 0.0 Boxfit
2.294860000000e+06 1.000000000000e+18 1.499878000000e-07 7.499390000000e-09 0.0 Boxfit
2.518606000000e+06 1.000000000000e+18 2.208980000000e-07 1.104490000000e-08 0.0 Boxfit
2.764167000000e+06 1.000000000000e+18 2.847663000000e-07 1.423831500000e-08 0.0 Boxfit
3.033670000000e+06 1.000000000000e+18 3.537847000000e-07 1.768923500000e-08 0.0 Boxfit
3.329449000000e+06 1.000000000000e+18 4.200911000000e-07 2.100455500000e-08 0.0 Boxfit
3.654066000000e+06 1.000000000000e+18 4.863393000000e-07 2.431696500000e-08 0.0 Boxfit
4.010333000000e+06 1.000000000000e+18 5.300166000000e-07 2.650083000000e-08 0.0 Boxfit
4.401335000000e+06 1.000000000000e+18 5.480082000000e-07 2.740041000000e-08 0.0 Boxfit
4.830460000000e+06 1.000000000000e+18 5.413067000000e-07 2.706533500000e-08 0.0 Boxfit
5.301424000000e+06 1.000000000000e+18 5.118834000000e-07 2.559417000000e-08 0.0 Boxfit
5.818306000000e+06 1.000000000000e+18 4.622103000000e-07 2.311051500000e-08 0.0 Boxfit
6.385584000000e+06 1.000000000000e+18 4.006100000000e-07 2.003050000000e-08 0.0 Boxfit
7.008170000000e+06 1.000000000000e+18 3.375577000000e-07 1.687788500000e-08 0.0 Boxfit
7.691458000000e+06 1.000000000000e+18 2.671434000000e-07 1.335717000000e-08 0.0 Boxfit
8.441366000000e+06 1.000000000000e+18 2.071823000000e-07 1.035911500000e-08 0.0 Boxfit
9.264389000000e+06 1.000000000000e+18 1.527113000000e-07 7.635565000000e-09 0.0 Boxfit
1.016766000000e+07 1.000000000000e+18 1.071878000000e-07 5.359390000000e-09 0.0 Boxfit
1.115899000000e+07 1.000000000000e+18 7.518512000000e-08 3.759256000000e-09 0.0 Boxfit
1.224698000000e+07 1.000000000000e+18 5.354754000000e-08 2.677377000000e-09 0.0 Boxfit
1.344104000000e+07 1.000000000000e+18 3.786166000000e-08 1.893083000000e-09 0.0 Boxfit
1.475153000000e+07 1.000000000000e+18 2.668699000000e-08 1.334349500000e-09 0.0 Boxfit
1.618978000000e+07 1.000000000000e+18 1.947344000000e-08 9.736720000000e-10 0.0 Boxfit
1.776827000000e+07 1.000000000000e+18 1.420899000000e-08 7.104495000000e-10 0.0 Boxfit
1.950065000000e+07 1.000000000000e+18 1.070929000000e-08 5.354645000000e-10 0.0 Boxfit
2.140194000000e+07 1.000000000000e+18 8.153736000000e-09 4.076868000000e-10 0.0 Boxfit
2.348860000000e+07 1.000000000000e+18 6.273585000000e-09 3.136792500000e-10 0.0 Boxfit
2.577871000000e+07 1.000000000000e+18 4.923577000000e-09 2.461788500000e-10 0.0 Boxfit
2.829210000000e+07 1.000000000000e+18 3.893115000000e-09 1.946557500000e-10 0.0 Boxfit
3.105055000000e+07 1.000000000000e+18 3.119550000000e-09 1.559775000000e-10 0.0 Boxfit
3.407794000000e+07 1.000000000000e+18 2.509111000000e-09 1.254555500000e-10 0.0 Boxfit
3.740050000000e+07 1.000000000000e+18 2.028122000000e-09 1.014061000000e-10 0.0 Boxfit
4.104700000000e+07 1.000000000000e+18 1.665313000000e-09 8.326565000000e-11 0.0 Boxfit
4.504903000000e+07 1.000000000000e+18 1.361063000000e-09 6.805315000000e-11 0.0 Boxfit
4.944126000000e+07 1.000000000000e+18 1.132714000000e-09 5.663570000000e-11 0.0 Boxfit
5.426172000000e+07 1.000000000000e+18 9.390050000000e-10 4.695025000000e-11 0.0 Boxfit
5.955217000000e+07 1.000000000000e+18 7.833360000000e-10 3.916680000000e-11 0.0 Boxfit
6.535843000000e+07 1.000000000000e+18 6.603814000000e-10 3.301907000000e-11 0.0 Boxfit
7.173080000000e+07 1.000000000000e+18 5.570330000000e-10 2.785165000000e-11 0.0 Boxfit
7.872446000000e+07 1.000000000000e+18 4.745980000000e-10 2.372990000000e-11 0.0 Boxfit
8.640000000000e+07 1.000000000000e+18 4.045960000000e-10 2.022980000000e-11 0.0 Boxfit
